world,arm,logging,T,alpha,replicas,seed,reconciliation,n_obs,decl_elected,decl_reason,decl_n_warranting,decl_n_appearing,decl_n_props,decl_n_conflicts,decl_APPLICABLE,decl_OUT_OF_SCOPE,decl_AGED,decl_UNEVALUABLE,aged_inside_window,sstar_kind,n_supporting,n_contradicting,supp_seq_min,supp_seq_max,contra_seq_min,contra_seq_max,order_legible,decay_strategy,decay_better_share,decay_weight_sstar,current_strategy,current_counted,current_excluded,p2_hits,p2_total,p4_tp,p4_fp,p4_fn,p4_branch_ok,p4_returned_ok,p4_n_aged_pre_tau1,p4_branch_expected,p4b_all_excluded,p5_divergent,confusion_json
B,B-unlogged,unlogged,40,lenient,1,10,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,23,10,1,37,2,39,True,s_star,0.575,0.575,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,11,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,12,0,39,10,36,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,12,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,9,0,38,11,39,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,13,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,18,13,3,38,2,36,True,s_star,0.45,0.45,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,14,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,12,1,37,0,39,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,15,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,25,9,0,39,1,34,True,s_star,0.625,0.625,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,16,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,9,0,34,9,39,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,17,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,24,12,1,37,0,39,True,s_star,0.6,0.6,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,18,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,23,10,0,38,11,39,True,s_star,0.575,0.575,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,19,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,19,15,0,32,11,39,True,s_star,0.475,0.475,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,40,lenient,1,20,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,29,9,0,39,10,38,True,s_star,0.725,0.725,s_star,40,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,1,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,14,23,126,158,120,159,True,s_star,0.5635549496235761,0.5635549496235761,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,2,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,12,22,120,155,122,159,True,s_star,0.520107489573473,0.5201074895734731,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,3,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,16,18,125,157,121,158,True,s_star,0.6042452931193572,0.6042452931193573,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,4,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,8,25,123,158,120,159,True,s_star,0.5057842999237577,0.5057842999237578,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,5,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,14,22,121,156,122,159,True,s_star,0.49524669873103644,0.4952466987310365,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,6,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,15,19,122,157,120,159,True,s_star,0.49548793631495763,0.4954879363149577,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,7,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,12,20,120,159,121,157,True,s_star,0.5233181136793644,0.5233181136793644,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,8,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,13,21,123,158,120,159,True,s_star,0.5696987059284176,0.5696987059284178,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,9,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,13,24,128,158,120,159,True,s_star,0.5399920521464067,0.5399920521464068,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,10,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,12,17,126,159,120,158,True,s_star,0.5375330926308304,0.5375330926308305,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,11,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,15,22,120,156,122,159,True,s_star,0.6190494336538013,0.6190494336538014,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,12,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,19,15,120,159,128,156,True,s_star,0.5978286585296702,0.5978286585296704,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,13,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,18,16,121,157,120,159,True,s_star,0.5684021412049011,0.5684021412049012,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,14,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,18,16,122,157,120,155,True,s_star,0.6158107273999573,0.6158107273999575,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,15,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,11,23,122,159,120,158,True,s_star,0.5322488928825175,0.5322488928825176,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,16,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,11,22,121,157,122,159,True,s_star,0.5361237677660753,0.5361237677660754,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,17,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,11,23,121,158,120,159,True,s_star,0.53944992946758,0.53944992946758,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,18,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,19,15,125,158,120,159,True,s_star,0.5912135278511479,0.5912135278511479,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,19,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,17,18,125,159,120,158,True,s_star,0.5643496042579197,0.5643496042579198,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,strict,1,20,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,16,15,120,156,121,158,True,s_star,0.5839317596934656,0.5839317596934657,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,1,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,60,47,43,158,40,159,True,s_star,0.5635549496235761,0.5635549496235761,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,2,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,55,47,45,155,41,159,True,s_star,0.520107489573473,0.5201074895734731,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,3,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,64,40,47,157,40,158,True,s_star,0.6042452931193572,0.6042452931193573,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,4,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,55,47,42,158,40,159,True,s_star,0.5057842999237577,0.5057842999237578,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,5,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,53,50,42,156,40,159,True,s_star,0.49524669873103644,0.4952466987310365,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,6,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,53,43,40,157,44,159,True,s_star,0.49548793631495763,0.4954879363149577,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,7,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,55,43,40,159,42,157,True,s_star,0.5233181136793644,0.5233181136793644,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,8,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,61,44,43,158,41,159,True,s_star,0.5696987059284176,0.5696987059284178,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,9,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,60,51,43,158,40,159,True,s_star,0.5399920521464067,0.5399920521464068,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,10,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,58,46,42,159,40,158,True,s_star,0.5375330926308304,0.5375330926308305,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,11,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,71,36,40,156,43,159,True,s_star,0.6190494336538013,0.6190494336538014,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,12,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,65,34,41,159,40,156,True,s_star,0.5978286585296702,0.5978286585296704,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,13,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,62,41,44,157,40,159,True,s_star,0.5684021412049011,0.5684021412049012,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,14,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,69,35,40,157,43,155,True,s_star,0.6158107273999573,0.6158107273999575,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,15,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,57,43,43,159,40,158,True,s_star,0.5322488928825175,0.5322488928825176,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,16,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,59,45,41,157,40,159,True,s_star,0.5361237677660753,0.5361237677660754,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,17,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,59,48,42,158,40,159,True,s_star,0.53944992946758,0.53944992946758,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,18,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,66,38,40,158,43,159,True,s_star,0.5912135278511479,0.5912135278511479,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,19,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,62,42,40,159,41,158,True,s_star,0.5643496042579197,0.5643496042579198,s_star,160,0,0,0,,,,,,,,,True,{}
B,B-unlogged,unlogged,160,lenient,1,20,,160,,B_blocking,120,40,1,1,120,0,40,0,0,B,63,38,41,156,40,158,True,s_star,0.5839317596934656,0.5839317596934657,s_star,160,0,0,0,,,,,,,,,True,{}
C,C-logged,logged,40,strict,1,1,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,13,0,39,6,38,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,2,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,14,0,30,2,39,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,3,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,23,13,0,39,2,38,True,s_star,0.575,0.575,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,4,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,15,14,1,39,6,38,True,s_star,0.375,0.375,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,5,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,13,2,38,0,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,6,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,19,14,0,28,14,39,True,s_star,0.475,0.475,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,7,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,25,10,0,39,7,38,True,s_star,0.625,0.625,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,8,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,24,12,0,39,14,37,True,s_star,0.6,0.6,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,9,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,9,1,39,13,33,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,10,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,18,15,1,37,2,39,True,s_star,0.45,0.45,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,11,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,24,10,0,39,18,36,True,s_star,0.6,0.6,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,12,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,8,0,38,20,39,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,13,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,17,14,3,38,2,37,True,s_star,0.425,0.425,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,14,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,11,1,37,0,39,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,15,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,14,0,38,1,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,16,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,18,13,0,34,9,39,True,s_star,0.45,0.45,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,17,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,16,1,33,0,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,18,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,12,0,38,21,39,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,19,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,14,0,32,22,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,strict,1,20,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,16,0,39,15,38,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,1,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,13,0,39,6,38,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,2,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,14,0,30,2,39,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,3,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,23,13,0,39,2,38,True,s_star,0.575,0.575,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,4,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,15,14,1,39,6,38,True,s_star,0.375,0.375,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,5,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,13,2,38,0,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,6,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,19,14,0,28,14,39,True,s_star,0.475,0.475,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,7,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,25,10,0,39,7,38,True,s_star,0.625,0.625,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,8,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,24,12,0,39,14,37,True,s_star,0.6,0.6,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,9,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,9,1,39,13,33,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,10,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,18,15,1,37,2,39,True,s_star,0.45,0.45,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,11,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,24,10,0,39,18,36,True,s_star,0.6,0.6,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,12,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,8,0,38,20,39,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,13,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,17,14,3,38,2,37,True,s_star,0.425,0.425,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,14,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,11,1,37,0,39,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,15,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,14,0,38,1,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,16,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,18,13,0,34,9,39,True,s_star,0.45,0.45,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,17,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,16,1,33,0,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,18,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,21,12,0,38,21,39,True,s_star,0.525,0.525,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,19,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,20,14,0,32,22,39,True,s_star,0.5,0.5,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,40,lenient,1,20,,40,,out_of_scope_or_aged,40,0,1,1,40,0,0,0,0,B,22,16,0,39,15,38,True,s_star,0.55,0.55,s_star,40,0,0,0,,,,,,,,,True,"{""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,1,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,9,28,126,158,120,159,True,,0.4098467862483195,0.4098467862483195,s_star,160,0,0,0,,,,,,,,,False,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,2,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,9,25,120,155,121,159,True,s_star,0.4702182225782285,0.4702182225782286,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,3,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,9,25,133,157,121,158,True,,0.41789893733782013,0.41789893733782024,s_star,160,0,0,0,,,,,,,,,False,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,4,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,6,27,129,155,120,159,True,,0.3814366516270136,0.3814366516270136,s_star,160,0,0,0,,,,,,,,,False,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,5,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,10,26,129,156,121,159,True,s_star,0.4310048017413836,0.4310048017413837,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,6,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,11,23,127,157,120,159,True,s_star,0.4476112267921495,0.4476112267921496,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,7,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,7,25,120,159,121,157,True,,0.4091490725009897,0.40914907250098975,s_star,160,0,0,0,,,,,,,,,False,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,8,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,9,25,123,155,120,159,True,s_star,0.4440919145700079,0.44409191457000796,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,9,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,10,27,128,151,120,159,True,,0.43642863971302187,0.4364286397130219,s_star,160,0,0,0,,,,,,,,,False,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,10,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,10,19,126,159,120,158,True,s_star,0.4619020714601686,0.4619020714601687,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,11,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,11,26,120,156,122,159,True,s_star,0.4805571407531526,0.4805571407531526,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,12,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,15,19,120,159,128,156,True,s_star,0.47851579755699164,0.47851579755699175,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,13,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,11,23,121,157,120,159,True,,0.3639934489155533,0.36399344891555335,s_star,160,0,0,0,,,,,,,,,False,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,14,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,13,21,122,156,120,157,True,s_star,0.48336594390069104,0.4833659439006911,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,15,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,7,27,122,149,120,159,True,,0.38179673423552746,0.3817967342355275,s_star,160,0,0,0,,,,,,,,,False,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,16,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,8,25,121,157,122,159,True,,0.3690088642280468,0.3690088642280469,s_star,160,0,0,0,,,,,,,,,False,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,17,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,8,26,126,156,120,159,True,s_star,0.4425435616695286,0.44254356166952863,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,18,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,14,20,126,156,120,159,True,s_star,0.5123183496345378,0.5123183496345378,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,19,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,14,21,126,159,120,158,True,s_star,0.4878885037049514,0.4878885037049514,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
C,C-logged,logged,160,strict,1,20,,160,,B_blocking,40,40,1,1,40,0,120,0,0,B,16,15,120,156,121,158,True,s_star,0.4935290385125799,0.49352903851257995,s_star,160,0,0,0,,,,,,,,,True,"{""applicable>AGED"": 120, ""applicable>APPLICABLE"": 40}"
